date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交筆數,price:成交金額,foreign_investors_shareholding:全體外資及陸資持股比率,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),RSI,SMA,MACD,CMO,ATR,BBANDS_upper,BBANDS_mid,BBANDS_lower
2018-01-02,18.956008797459205,17.51316298347937,18.956008797459205,17.51316298347937,2526.0,134810601.0,1.92,182000.0,0.0,0.0,0.0,68.10624434893765,68.10624434893765,68.10624434893765,68.10624434893765,68.10624434893765,19.148931135698273,17.979999999999986,16.8110688643017
2018-01-03,18.408722454225472,18.906255493528864,19.15502201318056,18.209709238504118,2296.0,103268792.0,0.77,-831000.0,0.0,0.0,0.0,64.05241320142598,64.05241320142598,64.05241320142598,64.05241320142598,64.05241320142598,19.33539789456537,18.109999999999985,16.8846021054346
2018-01-04,20.24959469964802,18.458475758155814,20.24959469964802,18.458475758155814,3873.0,221077097.0,1.47,467000.0,0.0,0.0,0.0,70.42839829982381,70.42839829982381,70.42839829982381,70.42839829982381,70.42839829982381,20.730185177248757,18.569999999999986,16.409814822751216
2018-01-05,19.901321572135647,20.150088091787342,20.19984139571768,19.2047753171109,3164.0,155849031.0,1.42,25000.0,0.0,0.0,0.0,67.97205561197998,67.97205561197998,67.97205561197998,67.97205561197998,67.97205561197998,21.20127868952506,19.04999999999999,16.89872131047492
2018-01-08,18.358969150295135,19.851568268205305,20.498361219299717,18.358969150295135,2698.0,117065537.0,1.51,65000.0,0.0,13000.0,0.0,58.27821791112394,58.27821791112394,58.27821791112394,58.27821791112394,58.27821791112394,20.822546295607548,19.26999999999999,17.71745370439243
2018-01-09,18.159955934573777,18.70724227780751,19.005762101389543,18.159955934573777,1202.0,47049418.0,1.46,-33000.0,0.0,-13000.0,0.0,57.145733755653204,57.145733755653204,57.145733755653204,57.145733755653204,57.145733755653204,20.871135997021312,19.109999999999992,17.348864002978672
2018-01-10,18.607735669946827,19.403788532832255,19.503295140692934,18.458475758155814,2555.0,99442619.0,1.45,-9000.0,0.0,3000.0,0.0,59.072835862545034,59.072835862545034,59.072835862545034,59.072835862545034,59.072835862545034,20.862308383441576,19.14999999999999,17.437691616558407
2018-01-11,18.70724227780751,18.806748885668185,19.25452862104124,18.657488973877168,920.0,34560970.0,1.46,11000.0,0.0,-3000.0,0.0,59.50859418225011,59.50859418225011,59.50859418225011,59.50859418225011,59.50859418225011,20.06212928939803,18.83999999999999,17.61787071060195
2018-01-12,18.358969150295135,19.10526870925022,19.10526870925022,18.309215846364793,842.0,29384400.0,1.53,16000.0,0.0,0.0,0.0,57.21256104874023,57.21256104874023,57.21256104874023,57.21256104874023,57.21256104874023,18.922937654093413,18.52999999999999,18.137062345906568
2018-01-15,19.15502201318056,18.657488973877168,19.403788532832255,18.408722454225472,1253.0,52997037.0,1.55,19000.0,0.0,0.0,0.0,60.923788233979046,60.923788233979046,60.923788233979046,60.923788233979046,60.923788233979046,19.369411510061756,18.68999999999999,18.010588489938225
2018-01-16,18.756995581737847,19.453541836762597,20.597867827160393,18.756995581737847,5828.0,281463223.0,1.43,-94000.0,0.0,0.0,0.0,58.20535375978538,58.20535375978538,58.20535375978538,58.20535375978538,58.20535375978538,19.329230199434118,18.80999999999999,18.290769800565865
2018-01-17,18.856502189598523,18.55798236601649,19.2047753171109,18.55798236601649,1137.0,42100011.0,1.39,-28000.0,0.0,0.0,0.0,58.701478817008365,58.701478817008365,58.701478817008365,58.701478817008365,58.701478817008365,19.37536394907314,18.859999999999992,18.344636050926844
2018-01-18,18.55798236601649,19.05551540531988,19.2047753171109,18.55798236601649,765.0,28460936.0,1.35,-34000.0,0.0,0.0,0.0,56.53336881829478,56.53336881829478,56.53336881829478,56.53336881829478,56.53336881829478,19.37258639865399,18.82999999999999,18.287413601345992
2018-01-19,18.159955934573777,18.55798236601649,19.05551540531988,18.11020263064344,967.0,36012890.0,1.38,-26000.0,0.0,0.0,0.0,53.686168022781835,53.686168022781835,53.686168022781835,53.686168022781835,53.686168022781835,19.45452990903711,18.78999999999999,18.125470090962867
2018-01-22,17.115136552036656,18.060449326713098,18.50822906208615,17.115136552036656,1805.0,105433146.0,1.63,179000.0,0.0,9000.0,0.0,46.99531099864091,46.99531099864091,46.99531099864091,46.99531099864091,46.99531099864091,19.653734666249104,18.37999999999999,17.106265333750873
