date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交筆數,price:成交金額,foreign_investors_shareholding:全體外資及陸資持股比率,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),RSI,SMA,MACD,CMO,ATR,BBANDS_upper,BBANDS_mid,BBANDS_lower
2018-01-02,341.20034457297567,335.9186054928986,342.25669238899104,331.1650403208293,365.0,135516632.0,38.53,233184.0,0.0,1000.0,0.0,67.56741171411629,67.56741171411629,67.56741171411629,67.56741171411629,67.56741171411629,323.39181208710136,317.9,312.4081879128986
2018-01-03,332.74956204485244,341.20034457297567,341.20034457297567,330.1086925048139,651.0,323400940.0,38.56,88072.0,0.0,0.0,0.0,60.54297094878862,60.54297094878862,60.54297094878862,60.54297094878862,60.54297094878862,323.379966555096,317.4,311.42003344490394
2018-01-04,335.9186054928986,332.74956204485244,338.0313011249294,330.63686641282163,531.0,210400765.0,38.61,134000.0,0.0,-1000.0,0.0,62.13281119887639,62.13281119887639,62.13281119887639,62.13281119887639,62.13281119887639,323.570978751506,317.9,312.22902124849395
2018-01-05,324.82695342473687,338.0313011249294,339.08764894094486,323.7706056087215,825.0,295198168.0,38.59,101113.0,0.0,0.0,0.0,53.94065785927611,53.94065785927611,53.94065785927611,53.94065785927611,53.94065785927611,326.490191362284,316.3,306.109808637716
2018-01-08,328.5241707807908,325.3551273327446,328.5241707807908,316.37617089661364,995.0,386550901.0,38.65,168000.0,0.0,2000.0,0.0,56.022148700080265,56.022148700080265,56.022148700080265,56.022148700080265,56.022148700080265,325.6777548682502,314.9,304.12224513174976
2018-01-09,325.3551273327446,324.82695342473687,333.2777359528601,322.71425779270606,625.0,231367720.0,38.73,227537.0,0.0,0.0,0.0,53.778755420521854,53.778755420521854,53.778755420521854,53.778755420521854,53.778755420521854,320.00925397308947,311.9,303.7907460269105
2018-01-10,323.7706056087215,329.0523446887985,329.0523446887985,321.129736068683,185.0,62875950.0,38.75,71114.0,0.0,0.0,0.0,52.6436240672017,52.6436240672017,52.6436240672017,52.6436240672017,52.6436240672017,318.55703296631197,310.2,301.842967033688
2018-01-11,321.129736068683,323.2424317007138,323.7706056087215,319.01704043665217,235.0,84300721.0,38.78,-46760.0,0.0,0.0,0.0,50.72201387469968,50.72201387469968,50.72201387469968,50.72201387469968,50.72201387469968,311.934313619508,307.4,302.865686380492
2018-01-12,319.5452143446599,319.01704043665217,325.8833012407523,319.01704043665217,195.0,62388039.0,38.78,-25000.0,0.0,0.0,0.0,49.55324786480543,49.55324786480543,49.55324786480543,49.55324786480543,49.55324786480543,312.3799665550912,306.4,300.42003344490877
2018-01-15,324.82695342473687,318.48886652864445,324.82695342473687,318.48886652864445,233.0,76510658.0,38.77,-18425.0,0.0,5000.0,0.0,53.40725742830873,53.40725742830873,53.40725742830873,53.40725742830873,53.40725742830873,309.9237424163916,305.7,301.4762575836084
2018-01-16,326.41147514876,323.2424317007138,327.9959968727831,320.07338825266754,229.0,75286950.0,38.76,-27774.0,0.0,-1000.0,0.0,54.52957188860377,54.52957188860377,54.52957188860377,54.52957188860377,54.52957188860377,310.6074409183856,305.9,301.1925590816144
2018-01-17,332.2213881368447,326.41147514876,332.2213881368447,321.129736068683,411.0,136924080.0,38.82,170290.0,0.0,-1000.0,0.0,58.478883653567415,58.478883653567415,58.478883653567415,58.478883653567415,58.478883653567415,315.91427358718437,307.5,299.08572641281563
2018-01-18,332.74956204485244,335.9186054928986,335.9186054928986,330.1086925048139,514.0,176689617.0,38.89,191562.0,0.0,3000.0,0.0,58.82897074559216,58.82897074559216,58.82897074559216,58.82897074559216,58.82897074559216,319.00806102257684,309.7,300.39193897742314
2018-01-19,325.3551273327446,332.74956204485244,332.74956204485244,323.2424317007138,349.0,150944642.0,38.9,32036.0,0.0,5000.0,0.0,52.19398150233202,52.19398150233202,52.19398150233202,52.19398150233202,52.19398150233202,317.32993108692244,310.8,304.2700689130776
2018-01-22,329.5805185968062,325.3551273327446,332.74956204485244,320.07338825266754,375.0,123075923.0,38.91,50000.0,0.0,1000.0,0.0,55.29665201187854,55.29665201187854,55.29665201187854,55.29665201187854,55.29665201187854,317.34269439186863,311.7,306.05730560813134
2018-01-23,326.9396490567677,329.5805185968062,329.5805185968062,325.8833012407523,398.0,161130190.0,38.95,106000.0,0.0,0.0,0.0,52.982202090761376,52.982202090761376,52.982202090761376,52.982202090761376,52.982202090761376,317.2626001134961,311.8,306.33739988650393
2018-01-24,329.0523446887985,324.82695342473687,330.1086925048139,324.82695342473687,190.0,64092121.0,38.99,121000.0,0.0,0.0,0.0,54.618645805657394,54.618645805657394,54.618645805657394,54.618645805657394,54.618645805657394,315.9581509013557,311.2,306.4418490986443
2018-01-25,324.29877951672916,327.9959968727831,330.63686641282163,323.2424317007138,259.0,88401000.0,39.0,36000.0,0.0,1000.0,0.0,50.37065482722131,50.37065482722131,50.37065482722131,50.37065482722131,50.37065482722131,313.4678159211504,309.6,305.7321840788496
2018-01-26,314.79164917259055,323.7706056087215,325.8833012407523,314.26347526458284,611.0,201119116.0,38.94,-164000.0,0.0,0.0,0.0,43.1434237142737,43.1434237142737,43.1434237142737,43.1434237142737,43.1434237142737,317.82545842492846,307.6,297.3745415750716
2018-01-29,306.3408666444673,312.67895354055975,318.48886652864445,305.2845188284519,563.0,172136232.0,38.86,-221518.0,0.0,13000.0,0.0,37.933309525428726,37.933309525428726,37.933309525428726,37.933309525428726,37.933309525428726,319.30714127336256,303.2,287.0928587266374
2018-01-30,316.90434480462136,311.09443181653666,321.6579099766907,311.09443181653666,693.0,239184454.0,38.94,204000.0,0.0,0.0,0.0,46.612288509107316,46.612288509107316,46.612288509107316,46.612288509107316,46.612288509107316,316.1808601901907,301.3,286.41913980980934
2018-01-31,316.90434480462136,318.48886652864445,318.48886652864445,311.6226057245443,552.0,180018799.0,38.89,-113000.0,0.0,8000.0,0.0,46.61228850910732,46.61228850910732,46.61228850910732,46.61228850910732,46.61228850910732,309.8811764069894,299.0,288.1188235930106
