date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交筆數,price:成交金額,foreign_investors_shareholding:全體外資及陸資持股比率,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),RSI,SMA,MACD,CMO,ATR,BBANDS_upper,BBANDS_mid,BBANDS_lower
2018-01-02,102.49551597376757,97.85170618854832,104.15401946848873,95.64036819558677,1222.0,136750550.0,0.0,41000.0,0.0,1000.0,64000.0,65.31014154888227,65.31014154888227,65.31014154888227,65.31014154888227,65.31014154888227,95.98486372317683,85.62000000000002,75.25513627682321
2018-01-03,99.62077658291756,103.8223187695445,103.8223187695445,99.62077658291756,1015.0,117348595.0,0.0,-88000.0,0.0,-1000.0,-44000.0,60.38531344086074,60.38531344086074,60.38531344086074,60.38531344086074,60.38531344086074,94.02024389726002,88.28000000000002,82.53975610274001
2018-01-04,99.73134348256563,99.95247728186179,103.49061807060025,99.73134348256563,1058.0,115181236.0,0.0,-11000.0,0.0,0.0,64000.0,60.508659042597166,60.508659042597166,60.508659042597166,60.508659042597166,60.508659042597166,93.73809260021503,89.44000000000003,85.14190739978503
2018-01-05,97.40943858995601,99.84191038221371,101.05814627834256,97.40943858995601,500.0,53639010.0,0.0,8000.0,0.0,0.0,-50000.0,56.52817072347604,56.52817072347604,56.52817072347604,56.52817072347604,56.52817072347604,93.68265615276214,89.54000000000003,85.39734384723793
2018-01-08,96.19320269382716,98.4045406867887,98.84680828538102,96.19320269382716,256.0,27445445.0,0.0,12000.0,0.0,0.0,3000.0,54.50553575194621,54.50553575194621,54.50553575194621,54.50553575194621,54.50553575194621,93.54204028536432,89.62000000000003,85.69795971463574
2018-01-09,92.32336120614445,96.19320269382716,96.30376959347524,89.11692111635021,686.0,65734472.0,0.0,46000.0,0.0,0.0,-40000.0,48.55267425128684,48.55267425128684,48.55267425128684,48.55267425128684,48.55267425128684,92.70081294097051,87.78000000000003,82.85918705902955
2018-01-10,93.20789640332907,93.20789640332907,94.09243160051369,92.1022274068483,217.0,19954609.0,0.0,43000.0,0.0,0.0,10000.0,49.8995677734428,49.8995677734428,49.8995677734428,49.8995677734428,49.8995677734428,91.54081294097051,86.62000000000003,81.69918705902955
2018-01-11,92.76562880473678,92.87619570438484,92.98676260403292,91.2176922096637,148.0,14172978.0,0.0,4000.0,0.0,0.0,-5000.0,49.20591447708564,49.20591447708564,49.20591447708564,49.20591447708564,49.20591447708564,89.0382604584255,85.36000000000004,81.68173954157459
2018-01-12,96.19320269382716,93.5395971022733,97.85170618854832,92.98676260403292,486.0,51047548.0,0.0,26148.0,0.0,0.0,50000.0,54.48639333887453,54.48639333887453,54.48639333887453,54.48639333887453,54.48639333887453,88.21922068063087,85.14000000000003,82.06077931936919
2018-01-15,95.41923439629062,97.40943858995601,98.4045406867887,94.86639989805023,195.0,18570796.0,0.0,-32000.0,0.0,0.0,-8000.0,53.14292738192091,53.14292738192091,53.14292738192091,53.14292738192091,53.14292738192091,87.77704879323875,85.00000000000003,82.22295120676131
