date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交筆數,price:成交金額,foreign_investors_shareholding:全體外資及陸資持股比率,institutional_investors_trading_summary:外陸資買賣超股數(不含外資自營商),institutional_investors_trading_summary:外資自營商買賣超股數,institutional_investors_trading_summary:自營商買賣超股數(自行買賣),institutional_investors_trading_summary:自營商買賣超股數(避險),RSI,SMA,MACD,CMO,ATR,BBANDS_upper,BBANDS_mid,BBANDS_lower
2018-12-18,57.3,56.5,57.3,56.5,26.0,3430600.0,0.27,0.0,0.0,-30000.0,0.0,36.27450980392154,36.27450980392154,36.27450980392154,36.27450980392154,36.27450980392154,58.11749509802025,57.48,56.842504901979744
2018-12-19,57.0,57.3,57.3,57.0,15.0,1659900.0,0.27,0.0,0.0,-7000.0,0.0,35.160818713450276,35.160818713450276,35.160818713450276,35.160818713450276,35.160818713450276,58.028186021364256,57.339999999999996,56.65181397863574
2018-12-20,56.0,56.5,56.5,55.6,50.0,3257600.0,0.27,0.0,0.0,0.0,0.0,31.670380875202575,31.670380875202575,31.670380875202575,31.670380875202575,31.670380875202575,57.899999999998876,56.94,55.98000000000112
2018-12-21,55.8,56.0,56.0,55.0,27.0,1987458.0,0.27,0.0,0.0,0.0,0.0,31.007400061031404,31.007400061031404,31.007400061031404,31.007400061031404,31.007400061031404,57.922378707043386,56.660000000000004,55.39762129295662
2018-12-22,55.7,57.0,57.0,55.7,5.0,340700.0,0.27,0.0,0.0,0.0,0.0,30.661779384046874,30.661779384046874,30.661779384046874,30.661779384046874,30.661779384046874,57.67818056426149,56.36,55.04181943573851
2018-12-24,53.2,55.1,55.1,53.0,69.0,5252555.0,0.27,0.0,0.0,-20000.0,0.0,23.584256960612286,23.584256960612286,23.584256960612286,23.584256960612286,23.584256960612286,58.055869630962086,55.54,53.02413036903791
2018-12-25,51.0,52.0,52.0,50.2,88.0,7237000.0,0.27,0.0,0.0,0.0,0.0,19.351159659678807,19.351159659678807,19.351159659678807,19.351159659678807,19.351159659678807,58.25836700680275,54.339999999999996,50.42163299319724
2018-12-26,51.0,52.7,52.7,51.0,19.0,2146400.0,0.27,0.0,0.0,-22000.0,0.0,19.351159659678807,19.351159659678807,19.351159659678807,19.351159659678807,19.351159659678807,57.59130568178762,53.339999999999996,49.088694318212376
2018-12-27,50.5,52.2,52.2,50.5,27.0,2097100.0,0.27,0.0,0.0,-27000.0,0.0,18.477012605237704,18.477012605237704,18.477012605237704,18.477012605237704,18.477012605237704,56.17748636944393,52.279999999999994,48.382513630556055
2018-12-28,50.0,50.5,51.0,50.0,49.0,2985900.0,0.27,0.0,0.0,-24000.0,0.0,17.619847785798395,17.619847785798395,17.619847785798395,17.619847785798395,17.619847785798395,53.32942914934401,51.14,48.95057085065599
2019-01-02,47.85,50.0,50.0,47.85,74.0,4549600.0,0.27,1000.0,0.0,0.0,0.0,14.504016067058082,14.504016067058082,14.504016067058082,14.504016067058082,14.504016067058082,52.41059821413205,50.07,47.72940178586795
2019-01-03,48.45,47.85,50.0,47.85,47.0,2580600.0,0.27,2000.0,0.0,0.0,0.0,18.818476710863326,18.818476710863326,18.818476710863326,18.818476710863326,18.818476710863326,51.97776756533765,49.56,47.142232434662354
2019-01-04,48.2,48.45,48.45,48.05,23.0,1975300.0,0.27,2000.0,0.0,-13000.0,0.0,18.401785628940882,18.401785628940882,18.401785628940882,18.401785628940882,18.401785628940882,51.10047613649821,49.0,46.89952386350179
2019-01-07,48.5,48.2,49.0,48.2,34.0,2078050.0,0.28,2000.0,0.0,-21000.0,0.0,20.671772878268474,20.671772878268474,20.671772878268474,20.671772878268474,20.671772878268474,50.07377067415479,48.6,47.126229325845216
2019-01-08,49.5,47.7,49.5,46.9,56.0,4122450.0,0.28,4000.0,0.0,-12000.0,0.0,27.87447084436155,27.87447084436155,27.87447084436155,27.87447084436155,27.87447084436155,49.60090871556079,48.5,47.39909128443921
2019-01-09,49.5,49.5,49.9,49.3,20.0,1386100.0,0.29,3000.0,0.0,-13000.0,0.0,27.87447084436155,27.87447084436155,27.87447084436155,27.87447084436155,27.87447084436155,49.942834219458746,48.83,47.71716578054125
2019-01-10,49.05,49.5,49.9,49.05,16.0,789700.0,0.29,-2000.0,0.0,-3000.0,0.0,26.6133716879727,26.6133716879727,26.6133716879727,26.6133716879727,26.6133716879727,50.00071404292393,48.95,47.899285957076074
2019-01-11,49.1,49.1,49.1,49.05,12.0,835135.0,0.29,0.0,0.0,-6000.0,0.0,27.00851711857373,27.00851711857373,27.00851711857373,27.00851711857373,27.00851711857373,49.866478105578594,49.13,48.39352189442141
2019-01-14,49.1,49.1,49.3,49.0,19.0,2261192.0,0.29,0.0,0.0,-35000.0,0.0,27.00851711857374,27.00851711857374,27.00851711857374,27.00851711857374,27.00851711857374,49.65987803063576,49.25,48.84012196936424
2019-01-15,49.0,49.1,49.1,48.9,23.0,2449900.0,0.29,0.0,0.0,-17000.0,0.0,26.675359557782585,26.675359557782585,26.675359557782585,26.675359557782585,26.675359557782585,49.507770876398276,49.15,48.79222912360172
2019-01-16,49.0,49.0,49.1,49.0,19.0,1568400.0,0.29,0.0,0.0,-12000.0,0.0,26.675359557782592,26.675359557782592,26.675359557782592,26.675359557782592,26.675359557782592,49.13944271909893,49.05,48.960557280901064
2019-01-17,53.8,49.0,53.9,49.0,107.0,7226924.0,0.28,-1000.0,0.0,-16266.0,0.0,56.52744611014264,56.52744611014264,56.52744611014264,56.52744611014264,56.52744611014264,53.801052485825274,50.0,46.198947514174726
2019-01-18,51.5,53.8,54.2,51.5,55.0,3758039.0,0.28,-3000.0,0.0,0.0,0.0,46.713597643831534,46.713597643831534,46.713597643831534,46.713597643831534,46.713597643831534,54.311240008143194,50.480000000000004,46.648759991856814
2019-01-21,53.5,51.9,53.9,51.9,30.0,1640650.0,0.28,0.0,0.0,-5000.0,0.0,54.16538441791452,54.16538441791452,54.16538441791452,54.16538441791452,54.16538441791452,55.525765235823854,51.36,47.194234764176144
2019-01-22,54.2,53.2,54.3,52.1,45.0,2959762.0,0.28,0.0,0.0,0.0,0.0,56.460377630361926,56.460377630361926,56.460377630361926,56.460377630361926,56.460377630361926,56.27608049452013,52.4,48.52391950547987
