date,etl:adj_close,etl:adj_open,etl:adj_high,etl:adj_low,price:成交筆數,price:成交金額,foreign_investors_shareholding:全體外資及陸資持股比率
2007-12-10,36.1,37.0,37.9,35.3,280.0,23042700.0,0.0
2007-12-11,36.8,36.4,36.8,36.2,86.0,5359500.0,0.0
2007-12-12,36.8,36.0,36.8,36.0,30.0,2141650.0,0.0
2007-12-13,36.4,36.8,36.8,36.2,56.0,5502300.0,0.0
2007-12-14,36.5,36.0,36.5,36.0,64.0,10420859.0,0.0
2007-12-17,36.2,36.0,36.4,36.0,33.0,4212650.0,0.0
2007-12-18,36.0,36.0,36.0,33.8,56.0,6162834.0,0.0
2007-12-19,36.15,36.2,36.35,36.0,15.0,508543.0,0.0
2007-12-20,35.8,36.3,36.3,35.8,22.0,2260250.0,0.0
2007-12-21,36.0,36.0,36.0,36.0,51.0,5905800.0,0.0
2007-12-24,35.6,35.5,36.0,35.5,21.0,3374532.0,0.0
2007-12-25,35.0,34.3,35.0,34.3,10.0,418700.0,0.0
2007-12-26,34.95,35.0,35.0,34.5,12.0,662450.0,0.0
2007-12-27,34.1,34.5,34.5,34.1,48.0,2635500.0,0.0
2007-12-28,34.1,33.8,34.8,33.8,14.0,749400.0,0.0
2007-12-31,34.1,34.1,34.3,33.8,47.0,3995050.0,0.0
2008-01-02,35.8,34.2,36.4,34.2,69.0,4526050.0,0.0
2008-01-03,35.5,35.5,35.6,34.8,48.0,2199395.0,0.0
2008-01-04,34.9,34.85,34.9,34.5,11.0,453670.0,0.0
2008-01-07,34.0,34.5,34.5,34.0,55.0,2503456.0,0.0
2008-01-08,34.0,34.6,34.6,34.0,13.0,512800.0,0.0
2008-01-09,34.0,33.8,34.0,33.8,10.0,339800.0,0.0
2008-01-10,34.65,34.2,35.0,34.2,21.0,1070000.0,0.0
2008-01-11,35.5,35.0,35.5,34.95,16.0,911400.0,0.0
2008-01-14,34.5,35.6,35.6,34.1,12.0,587200.0,0.0
2008-01-15,35.1,35.0,36.9,35.0,60.0,4764500.0,0.0
2008-01-16,35.2,35.1,35.5,35.1,15.0,775200.0,0.0
2008-01-17,35.4,35.5,35.6,35.4,17.0,1028200.0,0.0
